#HDR:lifnr,matnr,maktx
"0000501715","1-03-0922-5016","TAQUETE P/ACCESORIOS DE AC. INOXIDABLE"
"0000501715","1-05-0048-5006","TAQUETE NO.6 ALFA PLUS"
"0000501715","1-07-0787-5050","LLAVE PARA PIJA DE SEG. TIPO SPTE."
"0000501718","000000000000000024","COLADERA REJ RED 1B AIBR"
"0000501718","000000000000000103","JAB SENC EMP CLASICA CR"
"0000501718","000000000000000104","PORTAPAPEL TRAD INST CLASICA CR"
"0000501718","000000000000000105","TOALL BARRA CUAD CLASICA CR"
"0000501718","000000000000000107","PORTAVASO CEP CLASICA CR"
"0000501718","000000000000000108","JAB SENC CLASICA CR"
"0000501718","000000000000000109","TOALL ARGOLLA CLASICA ANCLA ATORN CR"
"0000501718","000000000000000110","PORTATOALL MULTIPLE CLASICA CR"
"0000501718","000000000000000114","PORTAPAPEL C CUBIERTA INST CLASICA CR"
"0000501718","000000000000000115","PORTAPAPEL TRAD INST ANTIROBO CLASICA CR"
"0000501718","000000000000000117","PORTAPAPEL TRAD CLASICA CR"
"0000501718","000000000000000120","PORTAKLEENEX D EMP CH CLASICA CR"
"0000501718","000000000000000124","PORTATOALL MULTIPLE CTOALL CLASICA CR"
"0000501718","000000000000000158","AGARR ANG C JAB REJ P TINA CLASICA II CR"
"0000501718","000000000000000205","TOALL BARRA CLASICA II CR"
"0000501718","000000000000000207","PORTACEP CLASICA II CR"
"0000501718","000000000000000209","TOALL ARGOLLA CLASICA II CR"
"0000501718","000000000000000218","AGARR RECT P TINA CLASICA II CR"
"0000501718","000000000000000219","PORTAPAPEL DBL ANTIRROBO CLASICA II CR"
"0000501718","000000000000000223","DESTAPADOR CLASICA II CR"
"0000501718","000000000000000575","REG BR Y CHAP Y JETS CR"
"0000501718","000000000000000576","REG BR Y CHAP TECHO CR"
"0000501718","000000000000003411","JAB SENC EGON CR"
"0000501718","000000000000003413","VASO CEP CRISTAL EGON CR"
"0000501718","000000000000003436","TOALL BARRA EGON CR"
"0000501718","000000000000003440","TOALL ARGOLLA EGON CR"
"0000501718","000000000000003445","JAB DOSIF CRISTAL EGON CR"
"0000501718","000000000000003450","GANCHO DBL EGON CR"
"0000501718","000000000000003810","MON LAV BASE CR"
"0000501718","000000000000003823","MON LAV COLUMNA S CTRA BASE CR"
"0000501718","000000000000003831","MON LAV PARED S CTRA BASE CR"
"0000501718","000000000000003853","MON EXPUESTO P REG C REG FIJA CR"
"0000501718","000000000000003870","MON REG CDESV BASE CR"
"0000501718","000000000000004000","MZC LAV TS DESAUT BASE CR"
"0000501718","000000000000004031","MZC LAV PARED C CUBIERTA SCTRA BASE CR"
"0000501718","000000000000004124","PORTATOALL MULTIPLE CTOALL ANTIQUA CR"
"0000501718","000000000000005670","MON REG ANTIQUEM CDESV EGON CR"
"0000501718","000000000000008104","PORTAPAPEL TRAD ELEGANCE CR"
"0000501718","000000000000008105","TOALL BARRA ELEGANCE CR"
"0000501718","000000000000008106","GANCHO SENC ELEGANCE CR"
"0000501718","000000000000008109","TOALL ARGOLLA ELEGANCE CR"
"0000501718","000000000000008114","PORTAPAPEL C CUBIERTA ELEGANCE CR"
"0000501718","000000000000008124","PORTATOALL MULTIPLE CTOALL ELEGANCE CR"
"0000501718","000000000000008127","PORTAVASO CEP ELEGANCE CR"
"0000501718","000000000000008148","JAB DOSIF CRISTAL ELEGANCE CR"
"0000501718","000000000000009101","JAB C AGARR NUVA CR"
"0000501718","000000000000009104","PORTAPAPEL TRAD NUVA CR"
"0000501718","000000000000009105","TOALL BARRA NUVA CR"
"0000501718","000000000000009106","GANCHO SENC NUVA CR"
"0000501718","000000000000009107","VASO CEP CRISTAL NUVA CR"
"0000501718","000000000000009108","JAB SENC CRISTAL NUVA CR"
"0000501718","000000000000009109","TOALL SENC NUVA CR"
"0000501718","000000000000009117","PORTAPAPEL SENC NUVA CR"
"0000501718","000000000000009128","JAB SENC NUVA CR"
"0000501718","000000000000009139","TOALL DBL TOCADOR NUVA CR"
"0000501718","000000000000010104","PORTAPAPEL SENC MIURA CR"
"0000501718","000000000000010105","TOALL BARRA MIURA CR"
"0000501718","000000000000010106","GANCHO DBL MIURA CR"
"0000501718","000000000000010107","PORTAVASO CEP MIURA CR"
"0000501718","000000000000010108","JAB SENC MIURA CR"
"0000501718","000000000000010109","TOALL ARGOLLA MIURA CR"
"0000501718","000000000000010148","JAB DOSIF CRISTAL MIURA CR"
"0000501718","000000000000014107","CEP KUBICA CR"
"0000501718","000000000000014108","JAB SENC KUBICA CR"
"0000501718","000000000000016109","TOALL SENC VERTIKA CR"
"0000501718","000000000000017105","TOALL BARRA MAGNA CR"
"0000501718","000000000000017106","GANCHO SENC MAGNA CR"
"0000501718","000000000000017107","CEP MAGNA CR"
"0000501718","000000000000017108","JAB SENC MAGNA CR"
"0000501718","000000000000017109","TOALL SENC MAGNA CR"
"0000501718","000000000000017117","PORTAPAPEL SENC MAGNA CR"
"0000501718","000000000000018104","PORTAPAPEL SENC SPIRA CR"
"0000501718","000000000000018105","TOALL BARRA SPIRA CR"
"0000501718","000000000000018106","GANCHO SENC SPIRA CR"
"0000501718","000000000000018107","PORTACEP SPIRA CR"
"0000501718","000000000000018108","JAB SENC SPIRA CR"
"0000501718","000000000000018109","TOALL SENC SPIRA CR"
"0000501718","000000000000018684","SALTINA PARED BASE CR"
"0000501718","000000000000060222","GANCHO DBL BASE CR"
"0000501718","000000000000060223","PORTAPAPEL SENC BASE CR"
"0000501718","000000000000060229","TOALL BARRA BASE CR"
"0000501718","000000000000060231","TOALL ARGOLLA BASE CR"
"0000501718","000000000000060551","MON FREG RETRACT 2CH SCUB PROFESIONAL CR"
"0000501718","000000000000060556","MON FREG DBL 2CH SCUB PROFESIONAL CR"
"0000501718","10104-S","PORTAPAPEL SENC MIURA S"
"0000501718","10105-S","TOALL BARRA MIURA S"
"0000501718","10106-S","GANCHO DBL MIURA S"
"0000501718","10107-S","PORTAVASO CEP MIURA S"
"0000501718","10108-S","JAB SENC MIURA S"
"0000501718","110-38","FLUX MANIJA WC NPL RECT 38 CR"
"0000501718","12106-AI","GANCHO SENC INNOVEX AI"
"0000501718","14104-S","PORTAPAPEL SENC KUBICA S"
"0000501718","14105-S","TOALL BARRA KUBICA S"
"0000501718","14106-S","GANCHO DBL KUBICA S"
"0000501718","14107-S","CEP KUBICA S"
"0000501718","14108-S","JAB SENC KUBICA S"
"0000501718","14109-S","TOALL SENC KUBICA S"
"0000501718","14148-S","JAB DOSIF CRISTAL KUBICA S"
"0000501718","15104-S","PORTAPAPEL SENC PREMIER S"
"0000501718","15106-S","GANCHO SENC PREMIER S"
"0000501718","15107-S","CEP PREMIER S"
"0000501718","15108-S","JAB SENC PREMIER S"
"0000501718","15109-S","TOALL SENC PREMIER S"
"0000501718","16104-S","PORTAPAPEL SENC VERTIKA S"
"0000501718","16105-S","TOALL BARRA VERTIKA S"
"0000501718","16106-S","GANCHO DBL VERTIKA S"
"0000501718","16107-S","CEP VERTIKA S"
"0000501718","16108-S","JAB SENC VERTIKA S"
"0000501718","16109-S","TOALL SENC VERTIKA S"
"0000501718","17105-S","TOALL BARRA MAGNA S"
"0000501718","17106-S","GANCHO SENC MAGNA S"
"0000501718","17107-S","CEP MAGNA S"
"0000501718","17108-S","JAB SENC MAGNA S"
"0000501718","17109-S","TOALL SENC MAGNA S"
"0000501718","185-19","FLUX MANIJA MING OC 19 CR"
"0000501718","185-19-0.5","FLUX MANIJA MING RECT 19 0.5L CR"
"0000501718","185-19-1","FLUX MANIJA MING RECT 19 1L CR"
"0000501718","19105-S","TOALL BARRA MAGNA DX S"
"0000501718","19106-S","GANCHO SENC MAGNA DX S"
"0000501718","19107-S","CEP MAGNA DX S"
"0000501718","19108-S","JAB SENC MAGNA DX S"
"0000501718","19109-S","TOALL SENC MAGNA DX S"
"0000501718","19117-S","PORTAPAPEL SENC MAGNA DX S"
"0000501718","205-S","TOALL BARRA CLASICA II S"
"0000501718","210-32","FLUX MANIJA WC NPL RECT 32 CR"
"0000501718","24-HL","COLADERA DESAGÜE DE CONTORNO RED 1B CR"
"0000501718","25-CHL","COLADERA DESAGÜE DE CONTORNO CUAD 3B CR"
"0000501718","25-HL","COLADERA DESAGÜE DE CONTORNO RED 3B CR"
"0000501718","25-HLI","COLADERA DESAGÜE CONTORNO 3B INSERTO CR"
"0000501718","310-19","FLUX PEDAL MING 19 CR"
"0000501718","310-32","FLUX PEDAL WC NPL CODO CR"
"0000501718","310-38","FLUX PEDAL WC NPL CODO CR"
"0000501718","5104-S","PORTAPAPEL TRAD QUORUM S"
"0000501718","5106-S","GANCHO SENC QUORUM S"
"0000501718","5109-S","TOALL ARGOLLA QUORUM S"
"0000501718","5127-S","PORTAVASO CEP QUORUM S"
"0000501718","5128-S","JAB SENC QUORUM S"
"0000501718","8104-S","PORTAPAPEL TRAD ELEGANCE S"
"0000501718","8105-S","TOALL BARRA ELEGANCE S"
"0000501718","8106-S","GANCHO SENC ELEGANCE S"
"0000501718","8109-S","TOALL ARGOLLA ELEGANCE S"
"0000501718","8127-S","PORTAVASO CEP ELEGANCE S"
"0000501718","8128-S","JAB SENC ELEGANCE S"
"0000501718","9101-S","JAB C AGARR NUVA S"
"0000501718","9104-S","PORTAPAPEL TRAD NUVA S"
"0000501718","9104-SD","PORTAPAPEL TRAD NUVA SD"
"0000501718","9109-SD","TOALL SENC NUVA SD"
"0000501718","9117-S","PORTAPAPEL SENC NUVA S"
"0000501718","AL-E-3103","MZC2 TINA SALTINA PISO KUBICA CR"
"0000501718","AT-1","ASIENTO CIERR LENT AB LRG ANTIBAC B"
"0000501718","ATR-1","ASIENTO REDONDO ANTIBAC B"
"0000501718","B-066","BARRA SEG ANG CCHAP BOOMERA 305X305 AIBR"
"0000501718","B-066-S","BARRA SEG ANG CCHAP BOOMERANG 305X305 AI"
"0000501718","B-305","BARRA SEG RECT 305MM CCHAP AIBR"
"0000501718","B-305-S","BARRA SEG RECT 305MM CCHAP AI"
"0000501718","C-35","MAN GDE EURO-TRIPOLI CR"
"0000501718","C-39","MAN CH CRUZ ANTIQUA CR"
"0000501718","C-44","MAN GDE CRUZ ANTARES CR"
"0000501718","C-45","MAN GDE MANIJA ALBATROS CR"
"0000501718","C-5","MAN GDE FLAIR ACRIL TR"
"0000501718","C-56","MAN GDE MANIJA ELEGANCE CR"
"0000501718","C-56-S","MAN GDE MANIJA ELEGANCE S"
"0000501718","C-62","MAN GDE MANIJA NUVA I CR"
"0000501718","C-62-S","MAN GDE MANIJA NUVA I S"
"0000501718","C-62-SD","MAN GDE MANIJA NUVA I SD"
"0000501718","C-65-S","MAN GDE CRUZ NUVA IV S"
"0000501718","C-68","MAN GDE MANIJA MIURA CR"
"0000501718","C-68-S","MAN GDE MANIJA MIURA S"
"0000501718","C-69","MAN GDE MANIJA KUBICA CR"
"0000501718","C-69-S","MAN GDE MANIJA KUBICA S"
"0000501718","C-70","MAN GDE MANIJA PREMIER CR"
"0000501718","C-70-S","MAN GDE MANIJA PREMIER S"
"0000501718","C-72","MAN CH MANIJA MBLOCK LAV NUVA CR"
"0000501718","C-74","MAN GDE MANIJA MAGNA CR"
"0000501718","C-74-S","MAN GDE MANIJA MAGNA S"
"0000501718","C-77","MAN GDE MANIJA MAGNA DX CR"
"0000501718","C-77-S","MAN GDE MANIJA MAGNA DX S"
"0000501718","CE-CH","CARTUCHO TDS PARA REEMPLAZO MOD DE-CH"
"0000501718","CRE-01","JGO ENS P REG SOLDAR CR"
"0000501718","CRE-01-S","JGO ENS P REG SOLDAR S"
"0000501718","CRE-02","JGO ENS P REG ROSCAR CR"
"0000501718","D-MGS","DIAFR P MING LIBRE D AGUA"
"0000501718","DC-05","TOALL BARRA DECO CR"
"0000501718","DC-06","GANCHO SENC DECO CR"
"0000501718","DC-08","JAB SENC DECO CR"
"0000501718","E-2001-S","ENS LAV TS DESAUT ELEGANCE S"
"0000501718","E-2006-S","ENS LAV TS DESAUT NUVA S"
"0000501718","E-2117","ENS LAV TS DESAUT MAGNA CR"
"0000501718","E-2117-S","ENS LAV TS DESAUT MAGNA S"
"0000501718","E-2118","ENS LAV TS PUSH ACUEDUCTO CR"
"0000501718","E-2119","ENS LAV TS DESAUT MAGNA DX CR"
"0000501718","E-25","MON BIDET NUVA DESAUT CR"
"0000501718","E-25-S","MON BIDET NUVA DESAUT S"
"0000501718","E-3000","ENS LAV PARED CONTRA HONGO NUVA CR"
"0000501718","E-3000-S","ENS LAV PARED CONTRA HONGO NUVA S"
"0000501718","E-3001","ENS LAV PARED CTRAHNG SREB ANTIQUA CR"
"0000501718","E-3001-S","ENS LAV PARED CTRAHNG SREB ANTIQUA S"
"0000501718","E-3003","MON LAV PARED CONTRA HONGO NUVA CR"
"0000501718","E-3003-S","MON LAV PARED CONTRA HONGO NUVA S"
"0000501718","E-3004-S","ENS LAV PARED CONTRA HONGO KUBICA S"
"0000501718","E-3005","MON LAV PARED CONTRA HONGO KUBICA CR"
"0000501718","E-3007","MON LAV PARED CONTRA HONGO VERTIKA CR"
"0000501718","E-3007-S","MON LAV PARED CONTRA HONGO VERTIKA S"
"0000501718","E-3008","MON LAV PARED PUSH ACUEDUCTO CR"
"0000501718","E-3008-S","MON LAV PARED PUSH ACUEDUCTO S"
"0000501718","E-3009","MON LAV PARED PUSH VERTIKA CR"
"0000501718","E-3009-S","MON LAV PARED PUSH VERTIKA S"
"0000501718","E-3011","MON LAV PARED CONTRA PUSH SPIRA CR"
"0000501718","E-302","ENS FREG CR"
"0000501718","E-304","ENS MBLOCK FREG CR"
"0000501718","E-305","MON FREG FLEX 2CH SCUB PROFESIONAL CR"
"0000501718","E-306","MON FREG RETRACT 2CH SCUB CR"
"0000501718","E-32","MON FREG CCUB NUVA CR"
"0000501718","E-32-SD","MON FREG CCUB NUVA SD"
"0000501718","E-34","MON FREG CCUB NOVUS CR"
"0000501718","E-34-S","MON FREG CCUB NOVUS S"
"0000501718","E-36","MON FREG RETRACT 2CH CCUB ELIPSIS CR"
"0000501718","E-39","MON FREG RETRACT 2CH CCUB ERGO PLUS CR"
"0000501718","E-40-AQ","ENS EMP TRIPLE SCHAP"
"0000501718","E-40-II","ENS EMP TRIPLE V-II CR"
"0000501718","E-46","MON REG O TINA SDESV NUVA CR"
"0000501718","E-46-S","MON REG O TINA SDESV NUVA S"
"0000501718","E-47","MON REG Y TINA CDESV NUVA CR"
"0000501718","E-47-S","MON REG Y TINA CDESV NUVA S"
"0000501718","E-48","MON REG TINA SDESV KUBICA CR"
"0000501718","E-48-S","MON REG TINA SDESV KUBICA S"
"0000501718","E-49","MON REG-TINA CDESV KUBICA CR"
"0000501718","E-49-S","MON REG-TINA CDESV KUBICA S"
"0000501718","E-50-AQ","ENS EMP DUPLEX SCHAP V-II"
"0000501718","E-50-II","ENS EMP DUPLEX V-II CR"
"0000501718","E-57","MON REG TINA CVALC SDESV MIURA CR"
"0000501718","E-57-S","MON REG TINA CVALC SDESV MIURA S"
"0000501718","E-60-II","ENS EMP IND ROSCAR V-II CR"
"0000501718","E-61-II","ENS EMP IND SOLDAR V-II CR"
"0000501718","E-700","MON REG O TINA SDESV VERTIKA CR"
"0000501718","E-700-S","MON REG O TINA SDESV VERTIKA S"
"0000501718","E-701","MON REG Y TINA CDESV VERTIKA CR"
"0000501718","E-703","MON REG Y TINA CDESV PREMIER CR"
"0000501718","E-771","MBP CDESV NUVA CR"
"0000501718","E-771-S","MBP NUVA CDESV S"
"0000501718","E-775","MBP SDESV KUBICA CR"
"0000501718","E-776","MBP CDESV KUBICA CR"
"0000501718","E-776-S","MBP CDESV KUBICA S"
"0000501718","E-778","MBP CVALV CDESV MIURA CR"
"0000501718","E-778-S","MBP CVALV CDESV MIURA S"
"0000501718","E-83","MON REG O TINA SDESV MAGNA DX CR"
"0000501718","E-83-S","MON REG O TINA SDESV MAGNA DX S"
"0000501718","E-84","MON REG Y TINA CDESV MAGNA DX CR"
"0000501718","E-84-S","MON REG Y TINA CDESV MAGNA DX S"
"0000501718","E-900","MON LAV DESAUT NOVUS CR"
"0000501718","E-904","MON LAV DESAUT MIURA CR"
"0000501718","E-904-S","MON LAV DESAUT MIURA S"
"0000501718","E-905","MON LAV DESAUT VERTIKA CR"
"0000501718","E-905-S","MON LAV DESAUT VERTIKA S"
"0000501718","E-907-CE","MON LAV CONTRA REJILLA EXPLORA CR"
"0000501718","E-908","MON LAV SCTRA EXPLORA CR"
"0000501718","E-910-S","MON LAV CTRAHNG CREB ACUEDUCTO S"
"0000501718","E-94","MON LAV DESAUT KUBICA CR"
"0000501718","E-94-S","MON LAV DESAUT KUBICA S"
"0000501718","E-99","MON LAV DESAUT NUVA CR"
"0000501718","E-99-S","MON LAV DESAUT NUVA S"
"0000501718","ES-002","ESPEJO AUMENTO A 2 VISTAS C LUZ CR"
"0000501718","ES-002-S","ESPEJO AUMENTO A 2 VISTAS C LUZ S"
"0000501718","EX-01","EXT P MON LAV 17.7CM CR"
"0000501718","FB-110-32","FLUX ELEC BAT WC OC BOTON 32 CR"
"0000501718","FB-110-38","FLUX ELEC BAT WC OC BOTON 38 CR"
"0000501718","FB-185-19","FLUX ELEC BAT MING BOTON 19 CR"
"0000501718","H-1000","REG CHORR REGUL C MANIJA CTRL CR."
"0000501718","H-101","REG CHF NUVA CR"
"0000501718","H-101-S","REG CHF NUVA S"
"0000501718","H-103","REG BR Y CHAP CHF SPIRA CR"
"0000501718","H-104","REG DOBLE BR Y CHAP CHF CR"
"0000501718","H-13341G","MZC LAV TS GIRATCGANS MANIJA HOSPITAL CR"
"0000501718","H-200","REG BR Y CHAP CHF CR"
"0000501718","H-3001","REG PLATO ANCHO 5"" CHF CR"
"0000501718","H-3002-S","REG PLATO ANCHO 8"" CHF ANTICAL KUBICA S"
"0000501718","H-3003","""REG PLATO ANCHO 7"""" CHF ANTICAL CR"""
"0000501718","H-3004","""REG PLATO ANCHO 7"""" CHF ANTICAL CR"""
"0000501718","H-3005-S","REG PLATO ANCHO 8X5CHF ANTICAL PREMIER S"
"0000501718","H-3006","REG PLATO ANCHO 6"" CHF ANTICAL KUBICA CR"
"0000501718","H-3006-S","REG PLATO ANCHO 6"" CHF ANTICAL KUBICA S"
"0000501718","H-600","REG CHF ECON CR"
"0000501718","H-800","REG CHF ELEGANCE CR"
"0000501718","H-800-S","REG CHF ELEGANCE S"
"0000501718","H-8801","CTRACANASTA FREG AI"
"0000501718","H-900","REG BR Y CHAP NUVA CR"
"0000501718","H-900-S","REG BR Y CHAP NUVA S"
"0000501718","H-901","REG BR Y CHAP MIURA CR"
"0000501718","H-901-S","REG BR Y CHAP MIURA S"
"0000501718","H-904-S","REG BR Y CHAP VERTIKA S"
"0000501718","H-905","REG BR Y CHAP MAGNA DX CR"
"0000501718","H200-6","REG BR Y CHAP CHF ECOL 6L CR"
"0000501718","HM-38","MZC FREG FLAMINGO CR"
"0000501718","HOT-105","TOALL BARRA EXPLORA CR"
"0000501718","HOT-106","GANCHO SENC EXPLORA CR"
"0000501718","HOT-107","CEP EXPLORA CR"
"0000501718","HOT-108","JAB SENC EXPLORA CR"
"0000501718","HOT-109","TOALL SENC EXPLORA CR"
"0000501718","HOT-117","PORTAPAPEL SENC EXPLORA CR"
"0000501718","IN-04","PORTAPAPEL SENC INTEGRA CR"
"0000501718","IN-05","TOALL BARRA INTEGRA CR"
"0000501718","IN-06","GANCHO SENC INTEGRA CR"
"0000501718","IN-07","PORTAVASO CEP INTEGRA CR"
"0000501718","IN-08","JAB SENC INTEGRA CR"
"0000501718","IN-09","TOALL SENC INTEGRA CR"
"0000501718","LAV-01","LAV SOBREPONER RED CREB ANNI B"
"0000501718","LAV-02","LAV SOBREPONER LRG SREB ALTEA B"
"0000501718","LAV-05","LAV SOBREPONER FUENTE GDE CREB CASSIA B"
"0000501718","LAV-06","LAV BAJO CUBIERTA CH CREB MALVA B"
"0000501718","LL-MGS","LLAV P DIAFR D MING LIBRE D AGUA"
"0000501718","M-1000","MZC LAV TS DESAUT VERTIKA CR"
"0000501718","M-1000-S","MZC LAV TS DESAUT VERTIKA S"
"0000501718","M-1001","MZC LAV TS PUSH ACUEDUCTO CR"
"0000501718","M-1001-S","MZC LAV TS PUSH ACUEDUCTO S"
"0000501718","M-1002","MZC LAV TS CON LUZ PUSH AUSTRAL CR"
"0000501718","M-1003","MZC LAV TS CONTRA PUSH SPIRA CR"
"0000501718","MAN-IN-01","MAN GDE MANIJA INTEGRA CR"
"0000501718","MAN-IN-02","MAN CH MANIJA INTEGRA CR"
"0000501718","MAN-SP-01","MAN GDE MANIJA SPACIO CR"
"0000501718","MAN-SP-01-S","MAN GDE MANIJA SPACIO S"
"0000501718","MAN-SP-02","MAN CH MANIJA SPACIO CR"
"0000501718","MB-1008","SECADOR D MANOS C SENSOR ELEC B"
"0000501718","MB-1009","SECADOR D MANOS C BOTON ACCIONADOR B"
"0000501718","MB-1010","SECADOR D MANOS C SENSOR ELEC B"
"0000501718","MB-1011","SECADOR D MANOS C BOTON ACCIONADOR B"
"0000501718","MB-1100","DOSIF JABON LIQUIDO ELEC BAT ALUMINIO AL"
"0000501718","MB-1132","REGMAN TIPO MASAJE ALTURA DESLIZ CR"
"0000501718","MB-1166","REGMAN CHF S SOPORTE CR"
"0000501718","MB-1199","LLAV ECONOMIZ P MING Y CPO EMP PARED CR"
"0000501718","MB-1201","LLAV ECONOMIZ Y CPO EMP REG CR"
"0000501718","MB-1227","DUCH HIGIENICA MC"
"0000501718","MBE-1166","REGMAN CON SOPORTE FIJO"
"0000501718","ME4-01","ENS LAV TJ SCTRA CR"
"0000501718","ME4-01-S","ENS LAV TJ SCTRA S"
"0000501718","ME4-SP-01","MZCL LAVABO 4” CR"
"0000501718","ME8-01","ENS LAV TS SCTRA CR"
"0000501718","MO8-IN-01","MON LAV INTEGRA CR"
"0000501718","MO8-IN-02","MON LAV CTRAREJ INTEGRA CR"
"0000501718","MO8-IN-03","MON LAV DESAUT INTEGRA CR"
"0000501718","MO8-SP-01","MON LAV SCTRA SPACIO CR"
"0000501718","MO8-SP-03","MON LAV DESAUT SPACIO CR"
"0000501718","MO8-SP-04","MON LAV DESAUT SPACIO CR"
"0000501718","MO8-SP-05","MON LAV CTRAREJ SPACIO CR"
"0000501718","MO8-SP-06","MON LAV SPACIO SCTRA CR"
"0000501718","MOR-IN-01","MON REG O TINA SDESV INTEGRA CR"
"0000501718","MOR-SP-01","MON REG O TINA SDESV SPACIO CR"
"0000501718","MR-1001","MZC EMP INDIV REG VERTIKA CR"
"0000501718","MR-1001-S","MZC EMP INDIV REG VERTIKA S"
"0000501718","MR-1002","MZC EMP DBL REG VERTIKA CR"
"0000501718","MR-1002-S","MZC EMP DBL REG VERTIKA S"
"0000501718","MR-1004","MZC EMP DBL REG SPIRA CR"
"0000501718","PR2-1994","CHAPETON MASTER PROYECTA CR"
"0000501718","PR7-107","OPRESOR ALLEN 8-32 UNC-2AX1/4”"
"0000501718","PS2-1051","CPO LAT IZQ P MZC D LAV ARM CR"
"0000501718","PS2-1052","CPO LAT DER P MZC D LAV ARM CR"
"0000501718","PS2-1058","MANERAL ARM P MONOM INTEGRA"
"0000501718","PS2-1071","VALVEX DER"
"0000501718","PS2-1072","V-IZQ"
"0000501718","PS5-450","CARTUCH P MON INTEGRA"
"0000501718","PS8-900","KIT CTRA LAV DESAUT PROYECTA CR"
"0000501718","RA-400","OPRESOR NO 8 23/64"
"0000501718","RA-594","ANCLA BASE PALATINO Y ELEGANCE"
"0000501718","RA-609","CHAP ELEGANCE CR"
"0000501718","RA-609-S","CHAP ELEGANCE S"
"0000501718","RA-619","VASO CRISTAL P CEP NUVA"
"0000501718","RA-620","VASO DISPENS D JAB LIQUIDO P JAB"
"0000501718","RA-648","OPRESOR ALLEN 10-24 UNC 2AX5/16"" AI"
"0000501718","RC-011","REJ D CTRA 262H Y 282 Y 1342"
"0000501718","RC-012","TORN 10 NK"
"0000501718","RC-014","CTRA REJ CUAD"
"0000501718","RC-037","REJ CUAD 1342 Y 282 AI"
"0000501718","RC-102","CTRA COLADERA CUAD 24CHL 25CHL"
"0000501718","RC-104","CUPULA P CTRA COLADERA LISA CH"
"0000501718","RC-105","INSERTO P COLADERA RED LISA CH"
"0000501718","REC-IN-01","REG BR Y CHAP CHF INTEGRA"
"0000501718","REC-SP-01","REG BR Y CHAP ANTICAL SPACIO"
"0000501718","REJ-01","JAB D REJ RECT CR"
"0000501718","REJ-04","REPISA D REJ RECT DBL CR"
"0000501718","REJ-05","REPISA D REJ ESQUINERA DBL CR"
"0000501718","RF-015","TORN NO 8-32NCX1/2"
"0000501718","RF-042-C","TUERCA SUPERIOR LLAV CR"
"0000501718","RF-047","NPL RECT 32MM P FLUX WC MAQ"
"0000501718","RF-047-C","NPL RECT 32MM P FLUX WC CR"
"0000501718","RF-048","TUERCA SPUD 32MM CR"
"0000501718","RF-052","GOMA LLANTITA S14 VULCANIZADA"
"0000501718","RF-059-C","NPL RECT 38MM P FLUX D WC CR"
"0000501718","RF-063","TUERCA F2 32MM CR"
"0000501718","RF-247","CHAP GDE SPUD 32MM CR"
"0000501718","RF-248","CHAP CH SPUD 32MM LLAV RETENCION CR"
"0000501718","RF-278","CHAP GDE SPUD 38MM CR"
"0000501718","RF-521","BOTON MANUAL P FLUX ELEC CR"
"0000501718","RH-090","EMPAQ CONICO CTRA LAV"
"0000501718","RH-095","ASIENTO DELRIN P ESFERA"
"0000501718","RH-1034","BOTON P DESV D SALTINA OLIMPO CR"
"0000501718","RH-1070","BASE CUBRETALADR MZC P FREG CR"
"0000501718","RH-1128-S","ARILLO C CUERDA P MAN S"
"0000501718","RH-1133-S","CHAP ELEGANCE ROSCADO S"
"0000501718","RH-1169","O'RING 2-126"
"0000501718","RH-117","SEPARADOR CPO CTRAL"
"0000501718","RH-1194","NPL P SAL LAV A PARED CR"
"0000501718","RH-1212","LLAV HEXAGONAL 5/8"""
"0000501718","RH-1242","LLAV HEXAGONAL 1 1/16"""
"0000501718","RH-127","O'RING 2-018"
"0000501718","RH-1302","EMPAQ P VARILLA D DESAG"
"0000501718","RH-1334","O'RING 2-019"
"0000501718","RH-1358","NPL CUERDA 13/16 P SALTINA D PARED"
"0000501718","RH-1395","LLAV P AIREADOR"
"0000501718","RH-143","CTRA DESAG TAPON-CADENA LAV CR"
